GMT Time Correction = 0
Lg00 (Basic Log) Log:
Rec #,Date ,Time,  Pressure [dBars],       WetDryState,     Valid Flag
    926,11/21/2014, 00:15:26,             -0.03,                 1,              1
    927,11/21/2014, 00:15:27,             -0.03,                 1,              1
    928,11/21/2014, 00:15:28,             -0.03,                 1,              1
    929,11/21/2014, 00:15:29,             -0.03,                 1,              1
    930,11/21/2014, 00:15:30,             -0.03,                 1,              1
    931,11/21/2014, 00:15:31,             -0.03,                 1,              1
    932,11/21/2014, 00:15:32,             -0.03,                 1,              1
    933,11/21/2014, 00:15:33,             -0.03,                 1,              1
    934,11/21/2014, 00:15:34,             -0.03,                 1,              1
    935,11/21/2014, 00:15:35,             -0.03,                 1,              1
    936,11/21/2014, 00:15:36,             -0.03,                 1,              1
    937,11/21/2014, 00:15:37,             -0.03,                 1,              1
    938,11/21/2014, 00:15:38,             -0.03,                 1,              1
    939,11/21/2014, 00:15:39,             -0.03,                 1,              1
    940,11/21/2014, 00:15:40,             -0.03,                 1,              1
    941,11/21/2014, 00:15:41,             -0.03,                 1,              1
    942,11/21/2014, 00:15:42,             -0.03,                 1,              1
    943,11/21/2014, 00:15:43,             -0.03,                 1,              1
    944,11/21/2014, 00:15:44,             -0.03,                 1,              1
    945,11/21/2014, 00:15:45,             -0.03,                 1,              1
    946,11/21/2014, 00:15:46,             -0.03,                 1,              1
    947,11/21/2014, 00:15:47,             -0.03,                 1,              1
    948,11/21/2014, 00:15:48,             -0.03,                 1,              1
    949,11/21/2014, 00:15:49,             -0.03,                 1,              1
    950,11/21/2014, 00:15:50,             -0.03,                 1,              1
    951,11/21/2014, 00:15:51,             -0.03,                 1,              1
    952,11/21/2014, 00:15:52,             -0.03,                 1,              1
    953,11/21/2014, 00:15:53,             -0.03,                 1,              1
    954,11/21/2014, 00:15:54,             -0.03,                 1,              1
    955,11/21/2014, 00:15:55,             -0.03,                 1,              1
    956,11/21/2014, 00:15:56,             -0.03,                 1,              1
    957,11/21/2014, 00:15:57,             -0.03,                 1,              1
    958,11/21/2014, 00:15:58,             -0.03,                 1,              1
    959,11/21/2014, 00:15:59,             -0.03,                 1,              1
    960,11/21/2014, 00:16:00,             -0.03,                 1,              1
    961,11/21/2014, 00:16:01,             -0.03,                 1,              1
    962,11/21/2014, 00:16:02,             -0.03,                 1,              1
    963,11/21/2014, 00:16:03,             -0.03,                 1,              1
    964,11/21/2014, 00:16:04,             -0.03,                 1,              1
    965,11/21/2014, 00:16:05,             -0.03,                 1,              1
    966,11/21/2014, 00:16:06,             -0.03,                 1,              1
    967,11/21/2014, 00:16:07,             -0.03,                 1,              1
    968,11/21/2014, 00:16:08,             -0.03,                 1,              1
    969,11/21/2014, 00:16:09,             -0.03,                 1,              1
    970,11/21/2014, 00:16:10,             -0.03,                 1,              1
    971,11/21/2014, 00:16:11,             -0.03,                 1,              1
    972,11/21/2014, 00:16:12,             -0.03,                 1,              1
    973,11/21/2014, 00:16:13,             -0.03,                 1,              1
    974,11/21/2014, 00:16:14,             -0.03,                 1,              1
    975,11/21/2014, 00:16:15,             -0.03,                 1,              1
    976,11/21/2014, 00:16:16,             -0.03,                 1,              1
    977,11/21/2014, 00:16:17,             -0.03,                 1,              1
    978,11/21/2014, 00:16:18,             -0.03,                 1,              1
    979,11/21/2014, 00:16:19,             -0.03,                 1,              1
    980,11/21/2014, 00:16:20,             -0.03,                 1,              1
    981,11/21/2014, 00:16:21,             -0.03,                 1,              1
    982,11/21/2014, 00:16:22,             -0.03,                 1,              1
    983,11/21/2014, 00:16:23,             -0.03,                 1,              1
    984,11/21/2014, 00:16:24,             -0.03,                 1,              1
    985,11/21/2014, 00:16:25,             -0.03,                 1,              1
    986,11/21/2014, 00:16:26,             -0.03,                 1,              1
    987,11/21/2014, 00:16:27,             -0.03,                 1,              1
    988,11/21/2014, 00:16:28,             -0.03,                 1,              1
    989,11/21/2014, 00:16:29,             -0.03,                 1,              1
    990,11/21/2014, 00:16:30,             -0.03,                 1,              1
    991,11/21/2014, 00:16:31,             -0.03,                 1,              1
    992,11/21/2014, 00:16:32,             -0.03,                 1,              1
    993,11/21/2014, 00:16:33,             -0.03,                 1,              1
    994,11/21/2014, 00:16:34,             -0.03,                 1,              1
    995,11/21/2014, 00:16:35,             -0.03,                 1,              1
    996,11/21/2014, 00:16:36,             -0.03,                 1,              1
    997,11/21/2014, 00:16:37,             -0.03,                 1,              1
    998,11/21/2014, 00:16:38,             -0.03,                 1,              1
    999,11/21/2014, 00:16:39,             -0.03,                 1,              1
   1000,11/21/2014, 00:16:40,             -0.03,                 1,              1
   1001,11/21/2014, 00:16:41,             -0.03,                 1,              1
   1002,11/21/2014, 00:16:42,             -0.03,                 1,              1
   1003,11/21/2014, 00:16:43,             -0.03,                 1,              1
   1004,11/21/2014, 00:16:44,             -0.03,                 1,              1
   1005,11/21/2014, 00:16:45,             -0.03,                 1,              1
   1006,11/21/2014, 00:16:46,             -0.03,                 1,              1
   1007,11/21/2014, 00:16:47,             -0.03,                 1,              1
   1008,11/21/2014, 00:16:48,             -0.03,                 1,              1
   1009,11/21/2014, 00:16:49,             -0.03,                 1,              1
   1010,11/21/2014, 00:16:50,             -0.03,                 1,              1
   1011,11/21/2014, 00:16:51,             -0.03,                 1,              1
   1012,11/21/2014, 00:16:52,             -0.03,                 1,              1
   1013,11/21/2014, 00:16:53,             -0.03,                 1,              1
   1014,11/21/2014, 00:16:54,             -0.03,                 1,              1
   1015,11/21/2014, 00:16:55,             -0.03,                 1,              1
   1016,11/21/2014, 00:16:56,             -0.03,                 1,              1
   1017,11/21/2014, 00:16:57,             -0.03,                 1,              1
   1018,11/21/2014, 00:16:58,             -0.03,                 1,              1
   1019,11/21/2014, 00:16:59,             -0.03,                 1,              1
   1020,11/21/2014, 00:17:00,             -0.03,                 1,              1
   1021,11/21/2014, 00:17:01,             -0.03,                 1,              1
