GMT Time Correction = -14400
Lg00 (Basic Log) Log:
Rec #,Date ,Time,  Pressure [dBars],    LightIntensity,       IntTemp [C],       ExtTemp [C],      C_TooDimFlag,     Valid Flag
    900,2/23/2022, 22:30:00,            -21.38,                 1,             27.20,             28.60,                 1,              1
    901,2/23/2022, 22:30:10,            -20.38,                 1,             27.20,             28.60,                 1,              1
    902,2/23/2022, 22:30:20,            -21.38,                 1,             27.20,             28.60,                 1,              1
    903,2/23/2022, 22:30:30,            -21.38,                 1,             27.22,             28.60,                 1,              1
    904,2/23/2022, 22:30:40,            -21.38,                 1,             27.22,             28.62,                 1,              1
    905,2/23/2022, 22:30:50,            -21.38,                 1,             27.22,             28.62,                 1,              1
    906,2/23/2022, 22:31:00,            -21.38,                 1,             27.22,             28.62,                 1,              1
    907,2/23/2022, 22:31:10,            -20.38,                 1,             27.22,             28.62,                 1,              1
    908,2/23/2022, 22:31:20,            -20.38,                 1,             27.24,             28.62,                 1,              1
    909,2/23/2022, 22:31:30,            -21.38,                 1,             27.24,             28.62,                 1,              1
    910,2/23/2022, 22:31:40,            -21.38,                 1,             27.24,             28.62,                 1,              1
    911,2/23/2022, 22:31:50,            -21.38,                 1,             27.24,             28.62,                 1,              1
    912,2/23/2022, 22:32:00,            -21.38,                 1,             27.26,             28.62,                 1,              1
    913,2/23/2022, 22:32:10,            -21.38,                 1,             27.26,             28.64,                 1,              1
    914,2/23/2022, 22:32:20,            -21.38,                 1,             27.26,             28.64,                 1,              1
    915,2/23/2022, 22:32:30,            -20.38,                 1,             27.26,             28.64,                 1,              1
    916,2/23/2022, 22:32:40,            -20.38,                 1,             27.26,             28.64,                 1,              1
    917,2/23/2022, 22:32:50,            -21.38,                 1,             27.26,             28.64,                 1,              1
    918,2/23/2022, 22:33:00,            -21.38,                 1,             27.28,             28.64,                 1,              1
    919,2/23/2022, 22:33:10,            -20.38,                 1,             27.28,             28.64,                 1,              1
    920,2/23/2022, 22:33:20,            -21.38,                 1,             27.28,             28.64,                 1,              1
    921,2/23/2022, 22:33:30,            -21.38,                 1,             27.28,             28.64,                 1,              1
    922,2/23/2022, 22:33:40,            -20.38,                 1,             27.28,             28.64,                 1,              1
    923,2/23/2022, 22:33:50,            -20.38,                 1,             27.32,             28.66,                 1,              1
    924,2/23/2022, 22:34:00,            -20.38,                 1,             27.32,             28.66,                 1,              1
    925,2/23/2022, 22:34:10,            -20.38,                 1,             27.32,             28.66,                 1,              1
    926,2/23/2022, 22:34:20,            -20.38,                 1,             27.32,             28.66,                 1,              1
    927,2/23/2022, 22:34:30,            -20.38,                 1,             27.32,             28.66,                 1,              1
    928,2/23/2022, 22:34:40,            -20.38,                 1,             27.32,             28.66,                 1,              1
    929,2/23/2022, 22:34:50,            -21.38,                 1,             27.34,             28.66,                 1,              1
    930,2/23/2022, 22:35:00,            -20.38,                 1,             27.34,             28.66,                 1,              1
    931,2/23/2022, 22:35:10,            -21.38,                 1,             27.34,             28.66,                 1,              1
    932,2/23/2022, 22:35:20,            -21.38,                 1,             27.34,             28.66,                 1,              1
    933,2/23/2022, 22:35:30,            -20.38,                 1,             27.34,             28.66,                 1,              1
    934,2/23/2022, 22:35:40,            -20.38,                 1,             27.36,             28.70,                 1,              1
    935,2/23/2022, 22:35:50,            -21.38,                 1,             27.36,             28.70,                 1,              1
    936,2/23/2022, 22:36:00,            -20.38,                 1,             27.36,             28.70,                 1,              1
    937,2/23/2022, 22:36:10,            -20.38,                 1,             27.36,             28.70,                 1,              1
    938,2/23/2022, 22:36:20,            -20.38,                 1,             27.38,             28.70,                 1,              1
    939,2/23/2022, 22:36:30,            -20.38,                 1,             27.38,             28.70,                 1,              1
    940,2/23/2022, 22:36:40,            -20.38,                 1,             27.38,             28.70,                 1,              1
    941,2/23/2022, 22:36:50,            -20.38,                 1,             27.38,             28.70,                 1,              1
    942,2/23/2022, 22:37:00,            -20.38,                 1,             27.38,             28.70,                 1,              1
    943,2/23/2022, 22:37:10,            -21.38,                 1,             27.38,             28.70,                 1,              1
    944,2/23/2022, 22:37:20,            -20.38,                 1,             27.40,             28.72,                 1,              1
    945,2/23/2022, 22:37:30,            -20.38,                 1,             27.38,             28.72,                 1,              1
    946,2/23/2022, 22:37:40,            -20.38,                 1,             27.40,             28.70,                 1,              1
    947,2/23/2022, 22:37:50,            -20.38,                 1,             27.40,             28.72,                 1,              1
    948,2/23/2022, 22:38:00,            -20.38,                 1,             27.40,             28.72,                 1,              1
    949,2/23/2022, 22:38:10,            -20.38,                 1,             27.40,             28.72,                 1,              1
    950,2/23/2022, 22:38:20,            -22.38,                 1,             27.40,             28.72,                 1,              1
    951,2/23/2022, 22:38:30,            -20.38,                 1,             27.42,             28.72,                 1,              1
    952,2/23/2022, 22:38:40,            -19.38,                 1,             27.42,             28.72,                 1,              1
    953,2/23/2022, 22:38:50,            -20.38,                 1,             27.42,             28.74,                 1,              1
    954,2/23/2022, 22:39:00,            -20.38,                 1,             27.42,             28.72,                 1,              1
    955,2/23/2022, 22:39:10,            -20.38,                 1,             27.42,             28.74,                 1,              1
    956,2/23/2022, 22:39:20,            -21.38,                 1,             27.42,             28.74,                 1,              1
    957,2/23/2022, 22:39:30,            -20.38,                 1,             27.44,             28.74,                 1,              1
    958,2/23/2022, 22:39:40,            -20.38,                 1,             27.44,             28.74,                 1,              1
    959,2/23/2022, 22:39:50,            -20.38,                 1,             27.44,             28.74,                 1,              1
    960,2/23/2022, 22:40:00,            -20.38,                 1,             27.44,             28.74,                 1,              1
    961,2/23/2022, 22:40:10,            -22.38,                 1,             27.48,             28.74,                 1,              1
    962,2/23/2022, 22:40:20,            -22.38,                 1,             27.48,             28.74,                 1,              1
    963,2/23/2022, 22:40:30,            -21.38,                 1,             27.48,             28.74,                 1,              1
    964,2/23/2022, 22:40:40,            -22.38,                 1,             27.48,             28.74,                 1,              1
    965,2/23/2022, 22:40:50,            -21.38,                 1,             27.48,             28.74,                 1,              1
    966,2/23/2022, 22:41:00,            -21.38,                 1,             27.48,             28.76,                 1,              1
    967,2/23/2022, 22:41:10,            -21.38,                 1,             27.48,             28.74,                 1,              1
    968,2/23/2022, 22:41:20,            -21.38,                 1,             27.50,             28.76,                 1,              1
    969,2/23/2022, 22:41:30,            -20.38,                 1,             27.50,             28.76,                 1,              1
    970,2/23/2022, 22:41:40,            -21.38,                 1,             27.50,             28.76,                 1,              1
    971,2/23/2022, 22:41:50,            -21.38,                 1,             27.50,             28.76,                 1,              1
    972,2/23/2022, 22:42:00,            -20.38,                 1,             27.50,             28.76,                 1,              1
    973,2/23/2022, 22:42:10,            -21.38,                 1,             27.50,             28.76,                 1,              1
    974,2/23/2022, 22:42:20,            -21.38,                 1,             27.50,             28.76,                 1,              1
    975,2/23/2022, 22:42:30,            -21.38,                 1,             27.52,             28.76,                 1,              1
    976,2/23/2022, 22:42:40,            -21.38,                 1,             27.52,             28.76,                 1,              1
    977,2/23/2022, 22:42:50,            -22.38,                 1,             27.52,             28.78,                 1,              1
    978,2/23/2022, 22:43:00,            -21.38,                 1,             27.52,             28.78,                 1,              1
    979,2/23/2022, 22:43:10,            -21.38,                 1,             27.52,             28.78,                 1,              1
    980,2/23/2022, 22:43:20,            -21.38,                 1,             27.52,             28.78,                 1,              1
    981,2/23/2022, 22:43:30,            -20.38,                 1,             27.52,             28.78,                 1,              1
    982,2/23/2022, 22:43:40,            -20.38,                 1,             27.54,             28.78,                 1,              1
    983,2/23/2022, 22:43:50,            -21.38,                 1,             27.54,             28.78,                 1,              1
    984,2/23/2022, 22:44:00,            -21.38,                 1,             27.54,             28.78,                 1,              1
    985,2/23/2022, 22:44:10,            -21.38,                 1,             27.56,             28.78,                 1,              1
    986,2/23/2022, 22:44:20,            -21.38,                 1,             27.54,             28.78,                 1,              1
    987,2/23/2022, 22:44:30,            -23.38,                 1,             27.56,             28.78,                 1,              1
    988,2/23/2022, 22:44:40,            -21.38,                 1,             27.56,             28.80,                 1,              1
    989,2/23/2022, 22:44:50,            -22.38,                 1,             27.56,             28.80,                 1,              1
    990,2/23/2022, 22:45:00,            -21.38,                 1,             27.56,             28.80,                 1,              1
    991,2/23/2022, 22:45:10,            -20.38,                 1,             27.56,             28.80,                 1,              1
    992,2/23/2022, 22:45:20,            -20.38,                 1,             27.56,             28.80,                 1,              1
    993,2/23/2022, 22:45:30,            -21.38,                 1,             27.56,             28.80,                 1,              1
    994,2/23/2022, 22:45:40,            -22.38,                 1,             27.56,             28.80,                 1,              1
    995,2/23/2022, 22:45:50,            -20.38,                 1,             27.58,             28.80,                 1,              1
    996,2/23/2022, 22:46:00,            -20.38,                 1,             27.58,             28.80,                 1,              1
    997,2/23/2022, 22:46:10,            -20.38,                 1,             27.58,             28.82,                 1,              1
    998,2/23/2022, 22:46:20,            -19.38,                 1,             27.58,             28.82,                 1,              1
    999,2/23/2022, 22:46:30,            -21.38,                 1,             27.58,             28.80,                 1,              1
   1000,2/23/2022, 22:46:40,            -20.38,                 1,             27.58,             28.82,                 1,              1
   1001,2/23/2022, 22:46:50,            -21.38,                 1,             27.62,             28.82,                 1,              1
   1002,2/23/2022, 22:47:00,            -21.38,                 1,             27.62,             28.82,                 1,              1
   1003,2/23/2022, 22:47:10,            -20.38,                 1,             27.62,             28.82,                 1,              1
   1004,2/23/2022, 22:47:20,            -20.38,                 1,             27.62,             28.82,                 1,              1
   1005,2/23/2022, 22:47:30,            -20.38,                 1,             27.62,             28.82,                 1,              1
   1006,2/23/2022, 22:47:40,            -20.38,                 1,             27.62,             28.82,                 1,              1
   1007,2/23/2022, 22:47:50,            -21.38,                 1,             27.62,             28.82,                 1,              1
   1008,2/23/2022, 22:48:00,            -21.38,                 1,             27.62,             28.82,                 1,              1
   1009,2/23/2022, 22:48:10,            -20.38,                 1,             27.64,             28.82,                 1,              1
   1010,2/23/2022, 22:48:20,            -21.38,                 1,             27.64,             28.82,                 1,              1
   1011,2/23/2022, 22:48:30,            -20.38,                 1,             27.64,             28.86,                 1,              1
   1012,2/23/2022, 22:48:40,            -20.38,                 1,             27.64,             28.82,                 1,              1
   1013,2/23/2022, 22:48:50,            -20.38,                 1,             27.64,             28.86,                 1,              1
   1014,2/23/2022, 22:49:00,            -21.38,                 1,             27.66,             28.86,                 1,              1
   1015,2/23/2022, 22:49:10,            -21.38,                 1,             27.66,             28.86,                 1,              1
   1016,2/23/2022, 22:49:20,            -20.38,                 1,             27.66,             28.86,                 1,              1
   1017,2/23/2022, 22:49:30,            -21.38,                 1,             27.66,             28.86,                 1,              1
   1018,2/23/2022, 22:49:40,            -19.38,                 1,             27.66,             28.86,                 1,              1
   1019,2/23/2022, 22:49:50,            -21.38,                 1,             27.66,             28.86,                 1,              1
   1020,2/23/2022, 22:50:00,            -21.38,                 1,             27.66,             28.86,                 1,              1
   1021,2/23/2022, 22:50:10,            -21.38,                 1,             27.66,             28.86,                 1,              1
   1022,2/23/2022, 22:50:20,            -20.38,                 1,             27.66,             28.88,                 1,              1
   1023,2/23/2022, 22:50:30,            -21.38,                 1,             27.68,             28.86,                 1,              1
   1024,2/23/2022, 22:50:40,            -20.38,                 1,             27.68,             28.86,                 1,              1
   1025,2/23/2022, 22:50:50,            -20.38,                 1,             27.68,             28.88,                 1,              1
   1026,2/23/2022, 22:51:00,            -20.38,                 1,             27.68,             28.88,                 1,              1
   1027,2/23/2022, 22:51:10,            -19.38,                 1,             27.68,             28.88,                 1,              1
   1028,2/23/2022, 22:51:20,            -19.38,                 1,             27.68,             28.88,                 1,              1
   1029,2/23/2022, 22:51:30,            -21.38,                 1,             27.68,             28.88,                 1,              1
   1030,2/23/2022, 22:51:40,            -20.38,                 1,             27.68,             28.88,                 1,              1
   1031,2/23/2022, 22:51:50,            -21.38,                 1,             27.70,             28.88,                 1,              1
   1032,2/23/2022, 22:52:00,            -21.38,                 1,             27.70,             28.88,                 1,              1
   1033,2/23/2022, 22:52:10,            -20.38,                 1,             27.70,             28.88,                 1,              1
   1034,2/23/2022, 22:52:20,            -21.38,                 1,             27.70,             28.88,                 1,              1
   1035,2/23/2022, 22:52:30,            -20.38,                 1,             27.70,             28.88,                 1,              1
   1036,2/23/2022, 22:52:40,            -21.38,                 1,             27.70,             28.88,                 1,              1
   1037,2/23/2022, 22:52:50,            -21.38,                 1,             27.70,             28.90,                 1,              1
   1038,2/23/2022, 22:53:00,            -20.38,                 1,             27.70,             28.88,                 1,              1
   1039,2/23/2022, 22:53:10,            -21.38,                 1,             27.72,             28.88,                 1,              1
   1040,2/23/2022, 22:53:20,            -20.38,                 1,             27.72,             28.90,                 1,              1
   1041,2/23/2022, 22:53:30,            -21.38,                 1,             27.72,             28.90,                 1,              1
   1042,2/23/2022, 22:53:40,            -20.38,                 1,             27.72,             28.90,                 1,              1
   1043,2/23/2022, 22:53:50,            -20.38,                 1,             27.72,             28.90,                 1,              1
   1044,2/23/2022, 22:54:00,            -21.38,                 1,             27.76,             28.90,                 1,              1
   1045,2/23/2022, 22:54:10,            -21.38,                 1,             27.76,             28.90,                 1,              1
   1046,2/23/2022, 22:54:20,            -21.38,                 1,             27.76,             28.90,                 1,              1
   1047,2/23/2022, 22:54:30,            -21.38,                 1,             27.76,             28.90,                 1,              1
   1048,2/23/2022, 22:54:40,            -21.38,                 1,             27.76,             28.90,                 1,              1
   1049,2/23/2022, 22:54:50,            -21.38,                 1,             27.76,             28.90,                 1,              1
   1050,2/23/2022, 22:55:00,            -21.38,                 1,             27.76,             28.90,                 1,              1
   1051,2/23/2022, 22:55:10,            -21.38,                 1,             27.76,             28.90,                 1,              1
   1052,2/23/2022, 22:55:20,            -21.38,                 1,             27.76,             28.90,                 1,              1
   1053,2/23/2022, 22:55:30,            -21.38,                 1,             27.76,             28.90,                 1,              1
   1054,2/23/2022, 22:55:40,            -21.38,                 1,             27.78,             28.90,                 1,              1
   1055,2/23/2022, 22:55:50,            -21.38,                 1,             27.78,             28.90,                 1,              1
   1056,2/23/2022, 22:56:00,            -21.38,                 1,             27.78,             28.92,                 1,              1
   1057,2/23/2022, 22:56:10,            -21.38,                 1,             27.78,             28.92,                 1,              1
   1058,2/23/2022, 22:56:20,            -21.38,                 1,             27.78,             28.92,                 1,              1
   1059,2/23/2022, 22:56:30,            -21.38,                 1,             27.78,             28.92,                 1,              1
   1060,2/23/2022, 22:56:40,            -21.38,                 1,             27.78,             28.92,                 1,              1
   1061,2/23/2022, 22:56:50,            -21.38,                 1,             27.80,             28.92,                 1,              1
   1062,2/23/2022, 22:57:00,            -22.38,                 1,             27.80,             28.92,                 1,              1
   1063,2/23/2022, 22:57:10,            -21.38,                 1,             27.80,             28.92,                 1,              1
   1064,2/23/2022, 22:57:20,            -21.38,                 1,             27.78,             28.92,                 1,              1
   1065,2/23/2022, 22:57:30,            -21.38,                 1,             27.80,             28.92,                 1,              1
   1066,2/23/2022, 22:57:40,            -21.38,                 1,             27.80,             28.92,                 1,              1
   1067,2/23/2022, 22:57:50,            -22.38,                 1,             27.80,             28.92,                 1,              1
   1068,2/23/2022, 22:58:00,            -21.38,                 1,             27.80,             28.92,                 1,              1
   1069,2/23/2022, 22:58:10,            -21.38,                 1,             27.80,             28.92,                 1,              1
   1070,2/23/2022, 22:58:20,            -21.38,                 1,             27.80,             28.92,                 1,              1
   1071,2/23/2022, 22:58:30,            -22.38,                 1,             27.82,             28.92,                 1,              1
   1072,2/23/2022, 22:58:40,            -22.38,                 1,             27.82,             28.94,                 1,              1
   1073,2/23/2022, 22:58:50,            -21.38,                 1,             27.82,             28.94,                 1,              1
   1074,2/23/2022, 22:59:00,            -22.38,                 1,             27.82,             28.94,                 1,              1
   1075,2/23/2022, 22:59:10,            -20.38,                 1,             27.82,             28.94,                 1,              1
   1076,2/23/2022, 22:59:20,            -20.38,                 1,             27.82,             28.94,                 1,              1
   1077,2/23/2022, 22:59:30,            -21.38,                 1,             27.82,             28.94,                 1,              1
   1078,2/23/2022, 22:59:40,            -21.38,                 1,             27.82,             28.94,                 1,              1
   1079,2/23/2022, 22:59:50,            -20.38,                 1,             27.84,             28.94,                 1,              1
   1080,2/23/2022, 23:00:00,            -21.38,                 1,             27.84,             28.94,                 1,              1
   1081,2/23/2022, 23:00:10,            -21.38,                 1,             27.84,             28.94,                 1,              1
   1082,2/23/2022, 23:00:20,            -21.38,                 1,             27.84,             28.94,                 1,              1
   1083,2/23/2022, 23:00:30,            -22.38,                 1,             27.84,             28.94,                 1,              1
   1084,2/23/2022, 23:00:40,            -21.38,                 1,             27.84,             28.94,                 1,              1
   1085,2/23/2022, 23:00:50,            -20.38,                 1,             27.84,             28.94,                 1,              1
   1086,2/23/2022, 23:01:00,            -21.38,                 1,             27.84,             28.94,                 1,              1
   1087,2/23/2022, 23:01:10,            -21.38,                 1,             27.86,             28.94,                 1,              1
   1088,2/23/2022, 23:01:20,            -21.38,                 1,             27.86,             28.94,                 1,              1
   1089,2/23/2022, 23:01:30,            -21.38,                 1,             27.84,             28.96,                 1,              1
   1090,2/23/2022, 23:01:40,            -20.38,                 1,             27.86,             28.94,                 1,              1
   1091,2/23/2022, 23:01:50,            -20.38,                 1,             27.86,             28.94,                 1,              1
   1092,2/23/2022, 23:02:00,            -20.38,                 1,             27.86,             28.96,                 1,              1
   1093,2/23/2022, 23:02:10,            -21.38,                 1,             27.86,             28.96,                 1,              1
   1094,2/23/2022, 23:02:20,            -21.38,                 1,             27.90,             28.96,                 1,              1
   1095,2/23/2022, 23:02:30,            -21.38,                 1,             27.86,             28.96,                 1,              1
   1096,2/23/2022, 23:02:40,            -21.38,                 1,             27.90,             28.96,                 1,              1
   1097,2/23/2022, 23:02:50,            -22.38,                 1,             27.86,             28.96,                 1,              1
   1098,2/23/2022, 23:03:00,            -22.38,                 1,             27.90,             28.96,                 1,              1
   1099,2/23/2022, 23:03:10,            -21.38,                 1,             27.90,             28.96,                 1,              1
   1100,2/23/2022, 23:03:20,            -21.38,                 1,             27.90,             28.96,                 1,              1
   1101,2/23/2022, 23:03:30,            -21.38,                 1,             27.90,             28.96,                 1,              1
   1102,2/23/2022, 23:03:40,            -20.38,                 1,             27.90,             28.96,                 1,              1
   1103,2/23/2022, 23:03:50,            -21.38,                 1,             27.90,             28.96,                 1,              1
   1104,2/23/2022, 23:04:00,            -21.38,                 1,             27.90,             28.96,                 1,              1
   1105,2/23/2022, 23:04:10,            -21.38,                 1,             27.92,             28.96,                 1,              1
   1106,2/23/2022, 23:04:20,            -21.38,                 1,             27.92,             28.96,                 1,              1
   1107,2/23/2022, 23:04:30,            -20.38,                 1,             27.92,             28.96,                 1,              1
   1108,2/23/2022, 23:04:40,            -21.38,                 1,             27.92,             28.96,                 1,              1
   1109,2/23/2022, 23:04:50,            -21.38,                 1,             27.92,             28.96,                 1,              1
   1110,2/23/2022, 23:05:00,            -20.38,                 1,             27.92,             28.96,                 1,              1
   1111,2/23/2022, 23:05:10,            -21.38,                 1,             27.92,             28.96,                 1,              1
   1112,2/23/2022, 23:05:20,            -21.38,                 1,             27.92,             28.96,                 1,              1
   1113,2/23/2022, 23:05:30,            -21.38,                 1,             27.92,             28.96,                 1,              1
   1114,2/23/2022, 23:05:40,            -21.38,                 1,             27.92,             28.96,                 1,              1
   1115,2/23/2022, 23:05:50,            -21.38,                 1,             27.94,             28.96,                 1,              1
   1116,2/23/2022, 23:06:00,            -21.38,                 1,             27.94,             29.00,                 1,              1
   1117,2/23/2022, 23:06:10,            -21.38,                 1,             27.94,             29.00,                 1,              1
   1118,2/23/2022, 23:06:20,            -21.38,                 1,             27.94,             29.00,                 1,              1
   1119,2/23/2022, 23:06:30,            -21.38,                 1,             27.94,             29.00,                 1,              1
   1120,2/23/2022, 23:06:40,            -20.38,                 1,             27.94,             29.00,                 1,              1
   1121,2/23/2022, 23:06:50,            -21.38,                 1,             27.94,             29.00,                 1,              1
   1122,2/23/2022, 23:07:00,            -20.38,                 1,             27.94,             29.00,                 1,              1
   1123,2/23/2022, 23:07:10,            -21.38,                 1,             27.94,             29.00,                 1,              1
   1124,2/23/2022, 23:07:20,            -21.38,                 1,             27.94,             29.00,                 1,              1
   1125,2/23/2022, 23:07:30,            -20.38,                 1,             27.96,             29.00,                 1,              1
   1126,2/23/2022, 23:07:40,            -20.38,                 1,             27.94,             29.00,                 1,              1
   1127,2/23/2022, 23:07:50,            -22.38,                 1,             27.94,             29.00,                 1,              1
   1128,2/23/2022, 23:08:00,            -21.38,                 1,             27.96,             29.00,                 1,              1
   1129,2/23/2022, 23:08:10,            -20.38,                 1,             27.96,             29.00,                 1,              1
   1130,2/23/2022, 23:08:20,            -20.38,                 1,             27.96,             29.00,                 1,              1
   1131,2/23/2022, 23:08:30,            -21.38,                 1,             27.96,             29.00,                 1,              1
   1132,2/23/2022, 23:08:40,            -21.38,                 1,             27.96,             29.00,                 1,              1
   1133,2/23/2022, 23:08:50,            -21.38,                 1,             27.96,             29.00,                 1,              1
   1134,2/23/2022, 23:09:00,            -21.38,                 1,             27.96,             29.00,                 1,              1
   1135,2/23/2022, 23:09:10,            -21.38,                 1,             27.96,             29.00,                 1,              1
   1136,2/23/2022, 23:09:20,            -20.38,                 1,             27.96,             29.00,                 1,              1
   1137,2/23/2022, 23:09:30,            -21.38,                 1,             27.98,             29.00,                 1,              1
   1138,2/23/2022, 23:09:40,            -21.38,                 1,             27.98,             29.00,                 1,              1
   1139,2/23/2022, 23:09:50,            -20.38,                 1,             27.98,             29.02,                 1,              1
   1140,2/23/2022, 23:10:00,            -21.38,                 1,             27.98,             29.02,                 1,              1
   1141,2/23/2022, 23:10:10,            -21.38,                 1,             27.98,             29.02,                 1,              1
   1142,2/23/2022, 23:10:20,            -21.38,                 1,             27.98,             29.02,                 1,              1
   1143,2/23/2022, 23:10:30,            -21.38,                 1,             27.98,             29.02,                 1,              1
   1144,2/23/2022, 23:10:40,            -21.38,                 1,             27.98,             29.02,                 1,              1
   1145,2/23/2022, 23:10:50,            -21.38,                 1,             27.98,             29.02,                 1,              1
   1146,2/23/2022, 23:11:00,            -21.38,                 1,             27.98,             29.02,                 1,              1
   1147,2/23/2022, 23:11:10,            -20.38,                 1,             28.00,             29.02,                 1,              1
   1148,2/23/2022, 23:11:20,            -21.38,                 1,             27.98,             29.02,                 1,              1
   1149,2/23/2022, 23:11:30,            -21.38,                 1,             28.00,             29.02,                 1,              1
   1150,2/23/2022, 23:11:40,            -20.38,                 1,             28.00,             29.02,                 1,              1
   1151,2/23/2022, 23:11:50,            -21.38,                 1,             28.00,             29.02,                 1,              1
   1152,2/23/2022, 23:12:00,            -21.38,                 1,             28.00,             29.02,                 1,              1
   1153,2/23/2022, 23:12:10,            -20.38,                 1,             28.00,             29.02,                 1,              1
   1154,2/23/2022, 23:12:20,            -21.38,                 1,             28.00,             29.02,                 1,              1
   1155,2/23/2022, 23:12:30,            -21.38,                 1,             28.00,             29.02,                 1,              1
   1156,2/23/2022, 23:12:40,            -20.38,                 1,             28.00,             29.02,                 1,              1
   1157,2/23/2022, 23:12:50,            -21.38,                 1,             28.00,             29.02,                 1,              1
   1158,2/23/2022, 23:13:00,            -21.38,                 1,             28.02,             29.02,                 1,              1
   1159,2/23/2022, 23:13:10,            -20.38,                 1,             28.02,             29.02,                 1,              1
   1160,2/23/2022, 23:13:20,            -21.38,                 1,             28.02,             29.02,                 1,              1
   1161,2/23/2022, 23:13:30,            -21.38,                 1,             28.02,             29.04,                 1,              1
   1162,2/23/2022, 23:13:40,            -20.38,                 1,             28.02,             29.02,                 1,              1
   1163,2/23/2022, 23:13:50,            -21.38,                 1,             28.02,             29.04,                 1,              1
   1164,2/23/2022, 23:14:00,            -20.38,                 1,             28.02,             29.04,                 1,              1
   1165,2/23/2022, 23:14:10,            -21.38,                 1,             28.02,             29.04,                 1,              1
   1166,2/23/2022, 23:14:20,            -20.38,                 1,             28.02,             29.04,                 1,              1
   1167,2/23/2022, 23:14:30,            -21.38,                 1,             28.02,             29.04,                 1,              1
   1168,2/23/2022, 23:14:40,            -20.38,                 1,             28.02,             29.04,                 1,              1
   1169,2/23/2022, 23:14:50,            -22.38,                 1,             28.02,             29.04,                 1,              1
   1170,2/23/2022, 23:15:00,            -21.38,                 1,             28.02,             29.04,                 1,              1
   1171,2/23/2022, 23:15:10,            -21.38,                 1,             28.06,             29.02,                 1,              1
   1172,2/23/2022, 23:15:20,            -20.38,                 1,             28.02,             29.04,                 1,              1
   1173,2/23/2022, 23:15:30,            -21.38,                 1,             28.06,             29.02,                 1,              1
   1174,2/23/2022, 23:15:40,            -21.38,                 1,             28.06,             29.04,                 1,              1
   1175,2/23/2022, 23:15:50,            -21.38,                 1,             28.06,             29.04,                 1,              1
   1176,2/23/2022, 23:16:00,            -21.38,                 1,             28.06,             29.04,                 1,              1
   1177,2/23/2022, 23:16:10,            -22.38,                 1,             28.06,             29.04,                 1,              1
   1178,2/23/2022, 23:16:20,            -22.38,                 1,             28.06,             29.04,                 1,              1
   1179,2/23/2022, 23:16:30,            -21.38,                 1,             28.06,             29.04,                 1,              1
   1180,2/23/2022, 23:16:40,            -21.38,                 1,             28.06,             29.02,                 1,              1
   1181,2/23/2022, 23:16:50,            -22.38,                 1,             28.06,             29.04,                 1,              1
   1182,2/23/2022, 23:17:00,            -22.38,                 1,             28.08,             29.02,                 1,              1
   1183,2/23/2022, 23:17:10,            -21.38,                 1,             28.08,             29.04,                 1,              1
   1184,2/23/2022, 23:17:20,            -21.38,                 1,             28.08,             29.04,                 1,              1
   1185,2/23/2022, 23:17:30,            -22.38,                 1,             28.08,             29.02,                 1,              1
   1186,2/23/2022, 23:17:40,            -21.38,                 1,             28.08,             29.02,                 1,              1
   1187,2/23/2022, 23:17:50,            -22.38,                 1,             28.08,             29.04,                 1,              1
   1188,2/23/2022, 23:18:00,            -22.38,                 1,             28.08,             29.02,                 1,              1
   1189,2/23/2022, 23:18:10,            -21.38,                 1,             28.08,             29.02,                 1,              1
   1190,2/23/2022, 23:18:20,            -22.38,                 1,             28.08,             29.04,                 1,              1
   1191,2/23/2022, 23:18:30,            -21.38,                 1,             28.08,             29.02,                 1,              1
   1192,2/23/2022, 23:18:40,            -22.38,                 1,             28.08,             29.04,                 1,              1
   1193,2/23/2022, 23:18:50,            -21.38,                 1,             28.08,             29.02,                 1,              1
   1194,2/23/2022, 23:19:00,            -21.38,                 1,             28.08,             29.04,                 1,              1
   1195,2/23/2022, 23:19:10,            -22.38,                 1,             28.10,             29.02,                 1,              1
   1196,2/23/2022, 23:19:20,            -21.38,                 1,             28.10,             29.02,                 1,              1
   1197,2/23/2022, 23:19:30,            -22.38,                 1,             28.10,             29.02,                 1,              1
   1198,2/23/2022, 23:19:40,            -22.38,                 1,             28.10,             29.02,                 1,              1
   1199,2/23/2022, 23:19:50,            -21.38,                 1,             28.10,             29.04,                 1,              1
   1200,2/23/2022, 23:20:00,            -23.38,                 1,             28.10,             29.02,                 1,              1
   1201,2/23/2022, 23:20:10,            -23.38,                 1,             28.10,             29.02,                 1,              1
   1202,2/23/2022, 23:20:20,            -21.38,                 1,             28.10,             29.02,                 1,              1
   1203,2/23/2022, 23:20:30,            -22.38,                 1,             28.10,             29.02,                 1,              1
   1204,2/23/2022, 23:20:40,            -20.38,                 1,             28.10,             29.02,                 1,              1
   1205,2/23/2022, 23:20:50,            -21.38,                 1,             28.12,             29.02,                 1,              1
   1206,2/23/2022, 23:21:00,            -21.38,                 1,             28.12,             29.02,                 1,              1
   1207,2/23/2022, 23:21:10,            -21.38,                 1,             28.12,             29.02,                 1,              1
   1208,2/23/2022, 23:21:20,            -22.38,                 1,             28.12,             29.02,                 1,              1
   1209,2/23/2022, 23:21:30,            -21.38,                 1,             28.12,             29.02,                 1,              1
   1210,2/23/2022, 23:21:40,            -22.38,                 1,             28.12,             29.02,                 1,              1
